rule,time,reconstruct,kernel,depth,trusted,step_id
rare_rewrite:arith-elim-leq,904238,774317,129921,0,0,t1659
poly_simp,40286244,29087783,11198461,0,0,t1660
poly_simp_rel,1773595,614367,1159228,0,0,t1661
trans,490954,271899,219055,0,0,t1662
poly_simp,41147312,29846510,11300802,0,0,t1663
poly_simp_rel,1559984,630882,929102,0,0,t1664
cong,644999,368852,276147,0,0,t1665
trans,522313,247323,274990,0,0,t1666
resolution,1954015,362689,1591326,0,0,t1667
and,1271323,664279,607044,0,0,t1668
resolution,1769783,324705,1445078,0,0,t1669
and_intro,330232,191271,138961,0,0,t1670
resolution,1229944,255014,974930,0,0,t1671
la_mult_neg,497942,431999,65943,0,0,t1672
implies,272240,216523,55717,0,0,t1673
rare_rewrite:bool-eq-true,860603,830637,29966,0,0,t1674
equiv1,225857,194974,30883,0,0,t1675
evaluate,2229540,1933810,295730,0,0,t1676
resolution,1074004,255770,818234,0,0,t1677
and_intro,211750,163816,47934,0,0,t1678
resolution,1048940,213036,835904,0,0,t1679
la_mult_pos,474889,418083,56806,0,0,t1680
implies,228859,187221,41638,0,0,t1681
rare_rewrite:bool-eq-true,776355,743672,32683,0,0,t1682
equiv1,236283,206031,30252,0,0,t1683
evaluate,1981822,1664378,317444,0,0,t1684
resolution,1133035,246856,886179,0,0,t1685
and_intro,217055,179503,37552,0,0,t1686
resolution,1124982,227161,897821,0,0,t1687
la_mult_pos,603444,440053,163391,0,0,t1688
implies,365490,234291,131199,0,0,t1689
rare_rewrite:bool-eq-true,753249,723597,29652,0,0,t1690
equiv1,222561,194286,28275,0,0,t1691
evaluate,1963613,1659140,304473,0,0,t1692
resolution,1098740,260592,838148,0,0,t1693
equiv_pos2,2149433,1919124,230309,0,0,t1694
rare_rewrite:arith-elim-leq,963324,812190,151134,0,0,t1695
poly_simp,35787222,25266796,10520426,0,0,t1696
poly_simp_rel,1468279,635650,832629,0,0,t1697
trans,482512,285064,197448,0,0,t1698
symm,360653,179173,181480,0,0,t1699
equiv_pos2,748069,487517,260552,0,0,t1700
poly_simp,26388874,18535151,7853723,0,0,t1701
poly_simp,3485583,2806315,679268,0,0,t1702
poly_simp,3201161,2239053,962108,0,0,t1703
refl,264852,231887,32965,0,0,t1704
refl,221217,191325,29892,0,0,t1705
refl,191806,164913,26893,0,0,t1706
refl,177231,148321,28910,0,0,t1707
refl,171912,143313,28599,0,0,t1708
refl,178919,152343,26576,0,0,t1709
refl,183844,159558,24286,0,0,t1710
refl,179361,151527,27834,0,0,t1711
refl,178881,152932,25949,0,0,t1712
refl,171689,146764,24925,0,0,t1713
refl,172836,146716,26120,0,0,t1714
refl,168447,142271,26176,0,0,t1715
refl,170155,145924,24231,0,0,t1716
refl,170399,143249,27150,0,0,t1717
refl,174519,147597,26922,0,0,t1718
refl,176956,150726,26230,0,0,t1719
refl,178637,148832,29805,0,0,t1720
refl,172596,145808,26788,0,0,t1721
refl,172020,143502,28518,0,0,t1722
refl,174361,147966,26395,0,0,t1723
refl,175017,147355,27662,0,0,t1724
refl,172422,145246,27176,0,0,t1725
refl,189553,163264,26289,0,0,t1726
refl,164275,139871,24404,0,0,t1727
refl,171290,145606,25684,0,0,t1728
refl,167876,143977,23899,0,0,t1729
refl,172487,147626,24861,0,0,t1730
refl,164744,141073,23671,0,0,t1731
refl,174178,148908,25270,0,0,t1732
refl,169283,142077,27206,0,0,t1733
cong,1340267,832723,507544,0,0,t1734
poly_simp,27347598,19607452,7740146,0,0,t1735
trans,581937,418619,163318,0,0,t1736
trans,377304,244020,133284,0,0,t1737
cong,607678,447377,160301,0,0,t1738
equiv_pos2,645769,575762,70007,0,0,t1739
poly_simp,4345720,3108249,1237471,0,0,t1740
poly_simp_rel,576410,318664,257746,0,0,t1741
equiv_pos2,390667,327142,63525,0,0,t1742
poly_simp,2699218,1941276,757942,0,0,t1743
poly_simp,2575604,1915645,659959,0,0,t1744
refl,219529,209669,9860,0,0,t1745
cong,466136,386727,79409,0,0,t1746
poly_simp,3325259,2306609,1018650,0,0,t1747
trans,303756,244388,59368,0,0,t1748
trans,251683,200095,51588,0,0,t1749
cong,352863,271483,81380,0,0,t1750
resolution,1690160,308562,1381598,0,0,t1751
resolution,1600866,265606,1335260,0,0,t1752
cong,432727,356733,75994,0,0,t1753
refl,215192,179616,35576,0,0,t1754
cong,1137164,710834,426330,0,0,t1755
cong,487507,335147,152360,0,0,t1756
poly_simp,3420258,2530510,889748,0,0,t1757
cong,1232891,778414,454477,0,0,t1758
poly_simp,24069637,17505374,6564263,0,0,t1759
trans,503115,370996,132119,0,0,t1760
cong,601842,446530,155312,0,0,t1761
trans,361743,230651,131092,0,0,t1762
rare_rewrite:arith-eq-elim-real,1151592,1019207,132385,0,0,t1763
semilattice_simp,5566213,4979891,586322,0,0,t1764
trans,405355,268331,137024,0,0,t1765
rare_rewrite:arith-elim-leq,880521,749181,131340,0,0,t1766
poly_simp,39910830,28808732,11102098,0,0,t1767
poly_simp_rel,1857657,651680,1205977,0,0,t1768
trans,483453,279843,203610,0,0,t1769
poly_simp,39829445,28890156,10939289,0,0,t1770
poly_simp_rel,1645894,633702,1012192,0,0,t1771
cong,678990,397222,281768,0,0,t1772
trans,519367,248313,271054,0,0,t1773
resolution,1921492,363072,1558420,0,0,t1774
and,1261000,665189,595811,0,0,t1775
resolution,1839647,357207,1482440,0,0,t1776
and_intro,341091,199506,141585,0,0,t1777
resolution,1226594,260274,966320,0,0,t1778
la_mult_neg,511987,442338,69649,0,0,t1779
implies,250687,198170,52517,0,0,t1780
rare_rewrite:bool-eq-true,893909,864172,29737,0,0,t1781
equiv1,216858,186630,30228,0,0,t1782
evaluate,2138717,1912596,226121,0,0,t1783
resolution,1147750,238871,908879,0,0,t1784
and_intro,220911,179706,41205,0,0,t1785
resolution,1091479,236776,854703,0,0,t1786
la_mult_pos,480957,396936,84021,0,0,t1787
implies,241854,196645,45209,0,0,t1788
rare_rewrite:bool-eq-true,759410,731153,28257,0,0,t1789
equiv1,216978,188395,28583,0,0,t1790
evaluate,1994166,1687150,307016,0,0,t1791
resolution,1163088,262321,900767,0,0,t1792
and_intro,199228,163578,35650,0,0,t1793
resolution,1054286,215436,838850,0,0,t1794
la_mult_pos,636021,459777,176244,0,0,t1795
implies,376552,232126,144426,0,0,t1796
rare_rewrite:bool-eq-true,757611,729001,28610,0,0,t1797
equiv1,238610,207584,31026,0,0,t1798
evaluate,1886574,1658704,227870,0,0,t1799
resolution,1123512,254495,869017,0,0,t1800
equiv_pos2,1987327,1753081,234246,0,0,t1801
rare_rewrite:arith-elim-leq,961147,807909,153238,0,0,t1802
poly_simp,36637887,26043010,10594877,0,0,t1803
poly_simp_rel,1472350,653365,818985,0,0,t1804
trans,481811,271448,210363,0,0,t1805
symm,414379,233006,181373,0,0,t1806
equiv_pos2,785289,497327,287962,0,0,t1807
poly_simp,27342521,19188368,8154153,0,0,t1808
poly_simp,3251157,2579597,671560,0,0,t1809
poly_simp,2514976,1990392,524584,0,0,t1810
refl,274147,234234,39913,0,0,t1811
refl,196764,167412,29352,0,0,t1812
refl,191299,159175,32124,0,0,t1813
refl,187171,155610,31561,0,0,t1814
refl,187414,160072,27342,0,0,t1815
refl,184590,157145,27445,0,0,t1816
refl,185088,158263,26825,0,0,t1817
refl,191497,164217,27280,0,0,t1818
refl,179469,151582,27887,0,0,t1819
refl,176367,149855,26512,0,0,t1820
refl,181208,153157,28051,0,0,t1821
refl,184356,157964,26392,0,0,t1822
refl,179340,151568,27772,0,0,t1823
refl,171943,145224,26719,0,0,t1824
refl,187708,160717,26991,0,0,t1825
refl,179727,151844,27883,0,0,t1826
refl,174169,146806,27363,0,0,t1827
refl,197150,158476,38674,0,0,t1828
refl,183356,157615,25741,0,0,t1829
refl,178644,152760,25884,0,0,t1830
refl,171992,146125,25867,0,0,t1831
refl,176376,148027,28349,0,0,t1832
refl,177358,150319,27039,0,0,t1833
refl,184593,155845,28748,0,0,t1834
refl,196279,170880,25399,0,0,t1835
refl,172042,147283,24759,0,0,t1836
refl,170564,146428,24136,0,0,t1837
refl,183629,158166,25463,0,0,t1838
refl,170751,144950,25801,0,0,t1839
refl,186729,159076,27653,0,0,t1840
cong,1513930,989352,524578,0,0,t1841
poly_simp,27062156,19147317,7914839,0,0,t1842
trans,588934,414063,174871,0,0,t1843
trans,402704,258891,143813,0,0,t1844
cong,614205,445698,168507,0,0,t1845
equiv_pos2,658688,591922,66766,0,0,t1846
poly_simp,4170861,3067162,1103699,0,0,t1847
poly_simp_rel,609767,338784,270983,0,0,t1848
equiv_pos2,389082,324310,64772,0,0,t1849
poly_simp,2936906,1965112,971794,0,0,t1850
poly_simp,3161175,2370464,790711,0,0,t1851
refl,293142,281438,11704,0,0,t1852
cong,538274,457142,81132,0,0,t1853
poly_simp,3367974,2400937,967037,0,0,t1854
trans,307654,249530,58124,0,0,t1855
trans,277882,221880,56002,0,0,t1856
cong,352837,275026,77811,0,0,t1857
resolution,1724425,325852,1398573,0,0,t1858
resolution,1685924,281018,1404906,0,0,t1859
cong,476635,399893,76742,0,0,t1860
refl,211767,176877,34890,0,0,t1861
cong,1214480,723052,491428,0,0,t1862
cong,562645,364013,198632,0,0,t1863
poly_simp,3618770,2624122,994648,0,0,t1864
cong,1179424,747887,431537,0,0,t1865
poly_simp,24337181,17878247,6458934,0,0,t1866
trans,566545,411528,155017,0,0,t1867
cong,612271,449964,162307,0,0,t1868
trans,393235,254652,138583,0,0,t1869
rare_rewrite:arith-eq-elim-real,1142100,1007987,134113,0,0,t1870
semilattice_simp,5552432,4956441,595991,0,0,t1871
trans,385350,244367,140983,0,0,t1872
rare_rewrite:arith-elim-leq,914547,778290,136257,0,0,t1873
poly_simp,39607657,28463267,11144390,0,0,t1874
poly_simp_rel,1769108,635897,1133211,0,0,t1875
trans,487052,266374,220678,0,0,t1876
poly_simp,41460330,29747329,11713001,0,0,t1877
poly_simp_rel,1616669,658284,958385,0,0,t1878
cong,701177,389206,311971,0,0,t1879
trans,545809,253831,291978,0,0,t1880
resolution,1993188,390450,1602738,0,0,t1881
and,1314880,682350,632530,0,0,t1882
resolution,1825215,309299,1515916,0,0,t1883
and_intro,335052,193707,141345,0,0,t1884
resolution,1222047,254916,967131,0,0,t1885
la_mult_pos,505009,443595,61414,0,0,t1886
implies,262360,209336,53024,0,0,t1887
rare_rewrite:bool-eq-true,872299,842897,29402,0,0,t1888
equiv1,240261,207809,32452,0,0,t1889
evaluate,2162025,1879999,282026,0,0,t1890
resolution,1148946,250829,898117,0,0,t1891
and_intro,210527,167144,43383,0,0,t1892
resolution,1090336,241477,848859,0,0,t1893
la_mult_neg,458956,400051,58905,0,0,t1894
implies,265668,214349,51319,0,0,t1895
rare_rewrite:bool-eq-true,775723,745822,29901,0,0,t1896
equiv1,219850,188761,31089,0,0,t1897
evaluate,1961942,1760191,201751,0,0,t1898
resolution,1145705,256870,888835,0,0,t1899
and_intro,231492,190738,40754,0,0,t1900
resolution,1125304,236787,888517,0,0,t1901
la_mult_pos,649296,493150,156146,0,0,t1902
implies,377845,239435,138410,0,0,t1903
rare_rewrite:bool-eq-true,796830,769229,27601,0,0,t1904
equiv1,242760,210479,32281,0,0,t1905
evaluate,1925932,1727845,198087,0,0,t1906
resolution,1212817,252265,960552,0,0,t1907
equiv_pos2,2285457,2058115,227342,0,0,t1908
rare_rewrite:arith-elim-leq,1010494,871649,138845,0,0,t1909
poly_simp,35700636,24883754,10816882,0,0,t1910
poly_simp_rel,1485249,638825,846424,0,0,t1911
trans,498918,289516,209402,0,0,t1912
symm,407794,209227,198567,0,0,t1913
equiv_pos2,803908,497380,306528,0,0,t1914
poly_simp,27532017,19431029,8100988,0,0,t1915
poly_simp,3823217,2868234,954983,0,0,t1916
poly_simp,2683223,2142241,540982,0,0,t1917
refl,263804,230634,33170,0,0,t1918
refl,206425,174864,31561,0,0,t1919
refl,200703,169581,31122,0,0,t1920
refl,199841,171866,27975,0,0,t1921
refl,197675,166529,31146,0,0,t1922
refl,190873,162776,28097,0,0,t1923
refl,187490,159694,27796,0,0,t1924
refl,181780,155196,26584,0,0,t1925
refl,175701,148950,26751,0,0,t1926
refl,175320,150271,25049,0,0,t1927
refl,187500,160516,26984,0,0,t1928
refl,176807,151409,25398,0,0,t1929
refl,178805,150328,28477,0,0,t1930
refl,185679,161106,24573,0,0,t1931
refl,187340,162306,25034,0,0,t1932
refl,180060,154937,25123,0,0,t1933
refl,172339,147120,25219,0,0,t1934
refl,177246,148041,29205,0,0,t1935
refl,182835,154327,28508,0,0,t1936
refl,178202,150962,27240,0,0,t1937
refl,184177,155763,28414,0,0,t1938
refl,179255,155105,24150,0,0,t1939
refl,173505,147491,26014,0,0,t1940
refl,182295,151920,30375,0,0,t1941
refl,173949,148289,25660,0,0,t1942
refl,188883,161565,27318,0,0,t1943
refl,198715,167701,31014,0,0,t1944
refl,181071,152880,28191,0,0,t1945
refl,175618,147893,27725,0,0,t1946
refl,176435,150799,25636,0,0,t1947
cong,1602400,1034042,568358,0,0,t1948
poly_simp,27719109,19709920,8009189,0,0,t1949
trans,571645,414278,157367,0,0,t1950
trans,381004,249310,131694,0,0,t1951
cong,628196,460729,167467,0,0,t1952
poly_simp,25803275,19067499,6735776,0,0,t1953
poly_simp_rel,1646985,705508,941477,0,0,t1954
trans,428264,266828,161436,0,0,t1955
equiv_pos2,620625,559993,60632,0,0,t1956
poly_simp,4415995,3181986,1234009,0,0,t1957
poly_simp_rel,567391,303988,263403,0,0,t1958
equiv_pos2,386816,323611,63205,0,0,t1959
poly_simp,2744565,2062721,681844,0,0,t1960
poly_simp,2549298,1962164,587134,0,0,t1961
refl,243067,232702,10365,0,0,t1962
cong,488116,406593,81523,0,0,t1963
poly_simp,3139595,2301499,838096,0,0,t1964
trans,310274,248928,61346,0,0,t1965
trans,257685,205064,52621,0,0,t1966
cong,330520,256169,74351,0,0,t1967
resolution,1708121,325303,1382818,0,0,t1968
resolution,1678311,284967,1393344,0,0,t1969
cong,444665,369820,74845,0,0,t1970
refl,212855,176168,36687,0,0,t1971
cong,1181540,709931,471609,0,0,t1972
cong,534143,351691,182452,0,0,t1973
poly_simp,3428081,2515230,912851,0,0,t1974
cong,1215532,770971,444561,0,0,t1975
poly_simp,25280270,18447847,6832423,0,0,t1976
trans,589204,435123,154081,0,0,t1977
cong,657833,468057,189776,0,0,t1978
trans,386256,256024,130232,0,0,t1979
rare_rewrite:arith-eq-elim-real,1183239,1042321,140918,0,0,t1980
semilattice_simp,5699766,5111010,588756,0,0,t1981
trans,393326,248349,144977,0,0,t1982
rare_rewrite:arith-elim-leq,938777,799444,139333,0,0,t1983
poly_simp,40384725,28662164,11722561,0,0,t1984
poly_simp_rel,1861921,668558,1193363,0,0,t1985
trans,504126,289414,214712,0,0,t1986
poly_simp,40325785,28320486,12005299,0,0,t1987
poly_simp_rel,1680526,705869,974657,0,0,t1988
cong,704691,400247,304444,0,0,t1989
trans,544223,244415,299808,0,0,t1990
resolution,2058507,373878,1684629,0,0,t1991
and,1323632,670415,653217,0,0,t1992
resolution,1824643,305894,1518749,0,0,t1993
and_intro,333597,197271,136326,0,0,t1994
resolution,1290820,253045,1037775,0,0,t1995
la_mult_pos,509617,437643,71974,0,0,t1996
implies,272562,217653,54909,0,0,t1997
rare_rewrite:bool-eq-true,895722,863785,31937,0,0,t1998
equiv1,243906,207623,36283,0,0,t1999
evaluate,2277006,1934797,342209,0,0,t2000
resolution,1400657,273818,1126839,0,0,t2001
and_intro,215952,174198,41754,0,0,t2002
resolution,1131844,245613,886231,0,0,t2003
la_mult_neg,493342,426768,66574,0,0,t2004
implies,269012,223562,45450,0,0,t2005
rare_rewrite:bool-eq-true,776961,738674,38287,0,0,t2006
equiv1,225598,193927,31671,0,0,t2007
evaluate,2068383,1822929,245454,0,0,t2008
resolution,1136721,271909,864812,0,0,t2009
and_intro,224408,177131,47277,0,0,t2010
resolution,1047851,230947,816904,0,0,t2011
la_mult_pos,693899,493306,200593,0,0,t2012
implies,396482,254210,142272,0,0,t2013
rare_rewrite:bool-eq-true,785610,755233,30377,0,0,t2014
equiv1,279555,218004,61551,0,0,t2015
evaluate,1974743,1704526,270217,0,0,t2016
resolution,1172920,252301,920619,0,0,t2017
equiv_pos2,2212919,1987219,225700,0,0,t2018
rare_rewrite:arith-elim-leq,985654,846706,138948,0,0,t2019
poly_simp,35874867,24925518,10949349,0,0,t2020
poly_simp_rel,1481680,651061,830619,0,0,t2021
trans,493094,287516,205578,0,0,t2022
symm,400380,187844,212536,0,0,t2023
equiv_pos2,810116,501074,309042,0,0,t2024
poly_simp,27942795,19563579,8379216,0,0,t2025
poly_simp,3448134,2789519,658615,0,0,t2026
poly_simp,2757030,2096269,660761,0,0,t2027
refl,262924,229944,32980,0,0,t2028
refl,210998,177852,33146,0,0,t2029
refl,203174,171336,31838,0,0,t2030
refl,187489,155830,31659,0,0,t2031
refl,204062,175360,28702,0,0,t2032
refl,187026,158254,28772,0,0,t2033
refl,190460,163838,26622,0,0,t2034
refl,183767,157377,26390,0,0,t2035
refl,193939,169312,24627,0,0,t2036
refl,174036,148466,25570,0,0,t2037
refl,184809,157398,27411,0,0,t2038
refl,173171,145909,27262,0,0,t2039
refl,176983,150142,26841,0,0,t2040
refl,189891,162087,27804,0,0,t2041
refl,197131,161232,35899,0,0,t2042
refl,206921,175015,31906,0,0,t2043
refl,193905,165926,27979,0,0,t2044
refl,198898,166320,32578,0,0,t2045
refl,181693,156616,25077,0,0,t2046
refl,223323,195542,27781,0,0,t2047
refl,179429,150232,29197,0,0,t2048
refl,178731,153267,25464,0,0,t2049
refl,176831,150900,25931,0,0,t2050
refl,184123,158187,25936,0,0,t2051
refl,185107,156421,28686,0,0,t2052
refl,175920,151278,24642,0,0,t2053
refl,182963,152987,29976,0,0,t2054
refl,187036,160650,26386,0,0,t2055
refl,178249,150184,28065,0,0,t2056
refl,182027,155790,26237,0,0,t2057
cong,1401343,890007,511336,0,0,t2058
poly_simp,28505020,20007099,8497921,0,0,t2059
trans,583014,425812,157202,0,0,t2060
trans,386248,249467,136781,0,0,t2061
cong,622951,460445,162506,0,0,t2062
poly_simp,26219487,19151925,7067562,0,0,t2063
poly_simp_rel,1693746,707025,986721,0,0,t2064
trans,425692,272362,153330,0,0,t2065
equiv_pos2,621780,560206,61574,0,0,t2066
poly_simp,4265715,3153488,1112227,0,0,t2067
poly_simp_rel,548762,301514,247248,0,0,t2068
equiv_pos2,397685,337033,60652,0,0,t2069
poly_simp,2708772,2032566,676206,0,0,t2070
poly_simp,2508864,1947738,561126,0,0,t2071
refl,250545,240199,10346,0,0,t2072
cong,506794,417127,89667,0,0,t2073
poly_simp,3528543,2494291,1034252,0,0,t2074
trans,384222,318768,65454,0,0,t2075
trans,269102,217552,51550,0,0,t2076
cong,359566,282109,77457,0,0,t2077
resolution,1722447,314580,1407867,0,0,t2078
resolution,1647184,265934,1381250,0,0,t2079
cong,491640,412901,78739,0,0,t2080
refl,222505,185716,36789,0,0,t2081
cong,1168031,724058,443973,0,0,t2082
cong,523503,371179,152324,0,0,t2083
poly_simp,3638322,2717608,920714,0,0,t2084
cong,1251524,798400,453124,0,0,t2085
poly_simp,25941619,19229451,6712168,0,0,t2086
trans,560587,426578,134009,0,0,t2087
cong,648700,490581,158119,0,0,t2088
trans,428703,259947,168756,0,0,t2089
rare_rewrite:arith-eq-elim-real,1204782,1071016,133766,0,0,t2090
semilattice_simp,5920737,5259538,661199,0,0,t2091
trans,439992,288442,151550,0,0,t2092
rare_rewrite:arith-elim-leq,1033202,909714,123488,0,0,t2093
poly_simp,42359442,30713172,11646270,0,0,t2094
poly_simp_rel,2220001,813971,1406030,0,0,t2095
trans,534867,285701,249166,0,0,t2096
poly_simp,41333855,29452560,11881295,0,0,t2097
poly_simp_rel,1644118,659736,984382,0,0,t2098
cong,744803,412411,332392,0,0,t2099
trans,579234,261639,317595,0,0,t2100
resolution,2150478,468346,1682132,0,0,t2101
and,1334449,695499,638950,0,0,t2102
resolution,1942857,330719,1612138,0,0,t2103
and_intro,359649,208376,151273,0,0,t2104
resolution,1285910,270846,1015064,0,0,t2105
la_mult_pos,547523,483912,63611,0,0,t2106
implies,264955,212911,52044,0,0,t2107
rare_rewrite:bool-eq-true,909021,879499,29522,0,0,t2108
equiv1,243589,214231,29358,0,0,t2109
evaluate,2336815,2018883,317932,0,0,t2110
resolution,1160617,281506,879111,0,0,t2111
and_intro,243469,196523,46946,0,0,t2112
resolution,1087613,232566,855047,0,0,t2113
la_mult_neg,471951,416208,55743,0,0,t2114
implies,264246,218311,45935,0,0,t2115
rare_rewrite:bool-eq-true,818263,787965,30298,0,0,t2116
equiv1,238521,205716,32805,0,0,t2117
evaluate,1971223,1830845,140378,0,0,t2118
resolution,1183271,263438,919833,0,0,t2119
and_intro,221145,180524,40621,0,0,t2120
resolution,1122722,233746,888976,0,0,t2121
la_mult_pos,697536,516592,180944,0,0,t2122
implies,373833,240192,133641,0,0,t2123
rare_rewrite:bool-eq-true,846832,817266,29566,0,0,t2124
equiv1,242410,209486,32924,0,0,t2125
evaluate,1931126,1747199,183927,0,0,t2126
resolution,1227446,243252,984194,0,0,t2127
equiv_pos2,2219753,1953468,266285,0,0,t2128
rare_rewrite:arith-elim-leq,1055581,891624,163957,0,0,t2129
poly_simp,36069344,25318962,10750382,0,0,t2130
poly_simp_rel,1533126,669174,863952,0,0,t2131
trans,531386,332247,199139,0,0,t2132
symm,397376,192358,205018,0,0,t2133
equiv_pos2,793694,525024,268670,0,0,t2134
poly_simp,28794977,20342189,8452788,0,0,t2135
poly_simp,3475734,2804510,671224,0,0,t2136
poly_simp,2782642,2179966,602676,0,0,t2137
refl,265412,232194,33218,0,0,t2138
refl,232053,196972,35081,0,0,t2139
refl,201024,169386,31638,0,0,t2140
refl,216105,187736,28369,0,0,t2141
refl,180942,156553,24389,0,0,t2142
refl,186713,155023,31690,0,0,t2143
refl,194224,166805,27419,0,0,t2144
refl,189244,162970,26274,0,0,t2145
refl,184782,158070,26712,0,0,t2146
refl,178359,152608,25751,0,0,t2147
refl,173673,150431,23242,0,0,t2148
refl,185302,158154,27148,0,0,t2149
refl,179087,152949,26138,0,0,t2150
refl,177852,153756,24096,0,0,t2151
refl,191574,164322,27252,0,0,t2152
refl,177818,153109,24709,0,0,t2153
refl,186137,155129,31008,0,0,t2154
refl,195686,161375,34311,0,0,t2155
refl,170495,145033,25462,0,0,t2156
refl,180650,150993,29657,0,0,t2157
refl,196633,168975,27658,0,0,t2158
refl,187920,159613,28307,0,0,t2159
refl,182805,156042,26763,0,0,t2160
refl,179013,152293,26720,0,0,t2161
refl,201830,174345,27485,0,0,t2162
refl,179596,150783,28813,0,0,t2163
refl,179338,151756,27582,0,0,t2164
refl,185440,155161,30279,0,0,t2165
refl,188144,160475,27669,0,0,t2166
refl,178761,152781,25980,0,0,t2167
cong,1699928,1075626,624302,0,0,t2168
poly_simp,29428757,21016604,8412153,0,0,t2169
trans,684393,517285,167108,0,0,t2170
trans,381729,242768,138961,0,0,t2171
cong,633962,472667,161295,0,0,t2172
poly_simp,25949840,19277333,6672507,0,0,t2173
poly_simp_rel,1573046,676501,896545,0,0,t2174
trans,423882,269177,154705,0,0,t2175
equiv_pos2,603847,540485,63362,0,0,t2176
poly_simp,4278378,3126956,1151422,0,0,t2177
poly_simp_rel,569469,326253,243216,0,0,t2178
equiv_pos2,399574,332874,66700,0,0,t2179
poly_simp,2737848,2055301,682547,0,0,t2180
poly_simp,2619477,2037461,582016,0,0,t2181
refl,231894,221480,10414,0,0,t2182
cong,501443,421650,79793,0,0,t2183
poly_simp,3353958,2392536,961422,0,0,t2184
trans,318721,260825,57896,0,0,t2185
trans,263681,209229,54452,0,0,t2186
cong,340160,258357,81803,0,0,t2187
resolution,1785197,332833,1452364,0,0,t2188
resolution,1677504,261930,1415574,0,0,t2189
cong,486363,401036,85327,0,0,t2190
refl,224644,182183,42461,0,0,t2191
cong,1258953,756996,501957,0,0,t2192
cong,498026,349973,148053,0,0,t2193
poly_simp,3412786,2561069,851717,0,0,t2194
cong,1208610,744185,464425,0,0,t2195
poly_simp,25218432,18736582,6481850,0,0,t2196
trans,604914,440939,163975,0,0,t2197
cong,630674,473392,157282,0,0,t2198
trans,404777,247291,157486,0,0,t2199
rare_rewrite:arith-eq-elim-real,1262022,1116380,145642,0,0,t2200
semilattice_simp,5993523,5338585,654938,0,0,t2201
trans,440391,274549,165842,0,0,t2202
rare_rewrite:arith-elim-leq,972476,845721,126755,0,0,t2203
poly_simp,38660191,27714603,10945588,0,0,t2204
poly_simp_rel,2160703,1033119,1127584,0,0,t2205
trans,563335,366309,197026,0,0,t2206
poly_simp,38636371,26532431,12103940,0,0,t2207
poly_simp_rel,1586381,675956,910425,0,0,t2208
cong,682676,420256,262420,0,0,t2209
trans,519277,251563,267714,0,0,t2210
resolution,1858782,372894,1485888,0,0,t2211
and,1239364,665437,573927,0,0,t2212
resolution,1747117,307638,1439479,0,0,t2213
and_intro,397924,204132,193792,0,0,t2214
resolution,1239946,257351,982595,0,0,t2215
la_mult_pos,552352,486469,65883,0,0,t2216
implies,276968,227973,48995,0,0,t2217
rare_rewrite:bool-eq-true,893341,864398,28943,0,0,t2218
equiv1,245886,215507,30379,0,0,t2219
evaluate,2330981,1912827,418154,0,0,t2220
resolution,1255608,323983,931625,0,0,t2221
and_intro,235345,189207,46138,0,0,t2222
resolution,1098483,242916,855567,0,0,t2223
la_mult_neg,484203,427747,56456,0,0,t2224
implies,261719,214711,47008,0,0,t2225
rare_rewrite:bool-eq-true,825139,795087,30052,0,0,t2226
equiv1,230754,199987,30767,0,0,t2227
evaluate,2055923,1791874,264049,0,0,t2228
resolution,1197629,270190,927439,0,0,t2229
and_intro,208823,171432,37391,0,0,t2230
resolution,1147931,238569,909362,0,0,t2231
la_mult_pos,730461,542140,188321,0,0,t2232
implies,404754,250405,154349,0,0,t2233
rare_rewrite:bool-eq-true,950331,920807,29524,0,0,t2234
equiv1,240544,209439,31105,0,0,t2235
evaluate,2296878,1928845,368033,0,0,t2236
resolution,1325466,296723,1028743,0,0,t2237
equiv_pos2,2235100,1954186,280914,0,0,t2238
rare_rewrite:arith-elim-leq,1067053,932894,134159,0,0,t2239
poly_simp,37432779,25545880,11886899,0,0,t2240
poly_simp_rel,1451194,680205,770989,0,0,t2241
trans,479536,287553,191983,0,0,t2242
symm,364254,185559,178695,0,0,t2243
equiv_pos2,746777,506008,240769,0,0,t2244
poly_simp,27460616,19262347,8198269,0,0,t2245
poly_simp,3203665,2630012,573653,0,0,t2246
poly_simp,2682104,2105864,576240,0,0,t2247
refl,273860,240510,33350,0,0,t2248
refl,214032,181537,32495,0,0,t2249
refl,203616,172105,31511,0,0,t2250
refl,199686,169258,30428,0,0,t2251
refl,186855,158842,28013,0,0,t2252
refl,203180,176259,26921,0,0,t2253
refl,188778,163700,25078,0,0,t2254
refl,183931,155947,27984,0,0,t2255
refl,183695,158393,25302,0,0,t2256
refl,189579,166199,23380,0,0,t2257
refl,189591,161747,27844,0,0,t2258
refl,186339,161738,24601,0,0,t2259
refl,194973,159569,35404,0,0,t2260
refl,185316,156078,29238,0,0,t2261
refl,180270,154879,25391,0,0,t2262
refl,191468,164064,27404,0,0,t2263
refl,181348,153590,27758,0,0,t2264
refl,190119,161748,28371,0,0,t2265
refl,190049,161438,28611,0,0,t2266
refl,198076,172497,25579,0,0,t2267
refl,180313,149047,31266,0,0,t2268
refl,195524,168091,27433,0,0,t2269
refl,199966,171932,28034,0,0,t2270
refl,178348,151013,27335,0,0,t2271
refl,193904,164593,29311,0,0,t2272
refl,191775,166342,25433,0,0,t2273
refl,184843,155892,28951,0,0,t2274
