rule,time,reconstruct,kernel,depth,trusted,step_id
cong,556677,389416,167261,0,0,t3284
poly_simp,3340836,2576867,763969,0,0,t3285
cong,1219634,764894,454740,0,0,t3286
poly_simp,24161748,17718533,6443215,0,0,t3287
trans,602935,456387,146548,0,0,t3288
cong,653647,494590,159057,0,0,t3289
trans,398766,265164,133602,0,0,t3290
rare_rewrite:arith-eq-elim-real,1187781,1052786,134995,0,0,t3291
semilattice_simp,5678056,5113252,564804,0,0,t3292
trans,430956,286153,144803,0,0,t3293
rare_rewrite:arith-elim-leq,934855,811898,122957,0,0,t3294
poly_simp,38249250,27306274,10942976,0,0,t3295
poly_simp_rel,2035270,992180,1043090,0,0,t3296
trans,535275,320474,214801,0,0,t3297
poly_simp,36973628,26168677,10804951,0,0,t3298
poly_simp_rel,1691172,718314,972858,0,0,t3299
cong,773616,469479,304137,0,0,t3300
trans,580160,296897,283263,0,0,t3301
resolution,1936530,429210,1507320,0,0,t3302
and,1332682,724080,608602,0,0,t3303
resolution,1756154,334552,1421602,0,0,t3304
and_intro,380380,231135,149245,0,0,t3305
resolution,1183529,284349,899180,0,0,t3306
la_mult_pos,544108,481846,62262,0,0,t3307
implies,278406,228865,49541,0,0,t3308
rare_rewrite:bool-eq-true,961846,928050,33796,0,0,t3309
equiv1,277877,243736,34141,0,0,t3310
evaluate,2299803,1993004,306799,0,0,t3311
resolution,1304579,347622,956957,0,0,t3312
and_intro,261528,215781,45747,0,0,t3313
resolution,1119218,256327,862891,0,0,t3314
la_mult_neg,572076,509908,62168,0,0,t3315
implies,271672,224817,46855,0,0,t3316
rare_rewrite:bool-eq-true,915113,885683,29430,0,0,t3317
equiv1,246579,214387,32192,0,0,t3318
evaluate,2143094,1901665,241429,0,0,t3319
resolution,1306049,273730,1032319,0,0,t3320
and_intro,231467,192460,39007,0,0,t3321
resolution,1099201,258764,840437,0,0,t3322
la_mult_pos,699762,511315,188447,0,0,t3323
implies,380464,248614,131850,0,0,t3324
rare_rewrite:bool-eq-true,845658,811609,34049,0,0,t3325
equiv1,270489,232547,37942,0,0,t3326
evaluate,2139817,1808846,330971,0,0,t3327
resolution,1147264,292175,855089,0,0,t3328
equiv_pos2,2227334,1989421,237913,0,0,t3329
rare_rewrite:arith-elim-leq,1066484,922542,143942,0,0,t3330
poly_simp,33621541,23167122,10454419,0,0,t3331
poly_simp_rel,1348498,589217,759281,0,0,t3332
trans,517526,319483,198043,0,0,t3333
symm,399164,216837,182327,0,0,t3334
equiv_pos2,793403,515070,278333,0,0,t3335
poly_simp,25480625,17880627,7599998,0,0,t3336
poly_simp,3019598,2478898,540700,0,0,t3337
poly_simp,2662719,2076929,585790,0,0,t3338
refl,301930,263388,38542,0,0,t3339
refl,236062,201390,34672,0,0,t3340
refl,228492,194103,34389,0,0,t3341
refl,214477,184945,29532,0,0,t3342
refl,233913,206122,27791,0,0,t3343
refl,202690,174083,28607,0,0,t3344
refl,203708,176974,26734,0,0,t3345
refl,208876,182530,26346,0,0,t3346
refl,208294,181956,26338,0,0,t3347
refl,216197,190041,26156,0,0,t3348
refl,215064,185749,29315,0,0,t3349
refl,209656,179842,29814,0,0,t3350
refl,209829,179605,30224,0,0,t3351
refl,207975,178711,29264,0,0,t3352
refl,207550,178895,28655,0,0,t3353
refl,212121,182853,29268,0,0,t3354
refl,216617,186044,30573,0,0,t3355
refl,243393,210197,33196,0,0,t3356
refl,223805,193861,29944,0,0,t3357
refl,220935,187608,33327,0,0,t3358
refl,209494,178804,30690,0,0,t3359
refl,199378,171919,27459,0,0,t3360
refl,202075,175503,26572,0,0,t3361
refl,201314,174794,26520,0,0,t3362
refl,202315,173393,28922,0,0,t3363
refl,202961,173684,29277,0,0,t3364
refl,209109,176163,32946,0,0,t3365
refl,215714,183272,32442,0,0,t3366
refl,213500,182041,31459,0,0,t3367
refl,193231,167420,25811,0,0,t3368
cong,1358254,851513,506741,0,0,t3369
poly_simp,26867012,18656895,8210117,0,0,t3370
trans,624818,462032,162786,0,0,t3371
trans,439043,291827,147216,0,0,t3372
cong,661388,495896,165492,0,0,t3373
poly_simp,23788332,17254482,6533850,0,0,t3374
poly_simp_rel,1465197,607573,857624,0,0,t3375
trans,442071,290524,151547,0,0,t3376
equiv_pos2,632102,573102,59000,0,0,t3377
poly_simp,4151929,3052724,1099205,0,0,t3378
poly_simp_rel,628180,353019,275161,0,0,t3379
equiv_pos2,435125,370968,64157,0,0,t3380
poly_simp,2793873,2215270,578603,0,0,t3381
poly_simp,3028015,2326783,701232,0,0,t3382
refl,301493,291146,10347,0,0,t3383
cong,548339,465498,82841,0,0,t3384
poly_simp,3496175,2389085,1107090,0,0,t3385
trans,337886,276933,60953,0,0,t3386
trans,293827,241347,52480,0,0,t3387
cong,380307,299890,80417,0,0,t3388
resolution,1988170,369815,1618355,0,0,t3389
resolution,1635230,299733,1335497,0,0,t3390
cong,496041,411635,84406,0,0,t3391
refl,265137,228491,36646,0,0,t3392
cong,1195540,736681,458859,0,0,t3393
cong,558131,408029,150102,0,0,t3394
poly_simp,3430370,2564746,865624,0,0,t3395
cong,1279083,775250,503833,0,0,t3396
poly_simp,23871199,17321058,6550141,0,0,t3397
trans,514592,372078,142514,0,0,t3398
cong,752886,590635,162251,0,0,t3399
trans,414438,288446,125992,0,0,t3400
rare_rewrite:arith-eq-elim-real,1454498,1319493,135005,0,0,t3401
semilattice_simp,5543123,5000631,542492,0,0,t3402
trans,439791,297282,142509,0,0,t3403
rare_rewrite:arith-elim-leq,920704,795653,125051,0,0,t3404
poly_simp,36350358,25676003,10674355,0,0,t3405
poly_simp_rel,2377201,1128991,1248210,0,0,t3406
trans,512924,315106,197818,0,0,t3407
poly_simp,36203999,25084707,11119292,0,0,t3408
poly_simp_rel,1488586,614643,873943,0,0,t3409
cong,664187,398885,265302,0,0,t3410
trans,542546,276129,266417,0,0,t3411
resolution,1820024,398897,1421127,0,0,t3412
and,1230168,665678,564490,0,0,t3413
resolution,1748781,371831,1376950,0,0,t3414
and_intro,373235,232306,140929,0,0,t3415
resolution,1189806,286538,903268,0,0,t3416
la_mult_pos,510217,448830,61387,0,0,t3417
implies,280956,232284,48672,0,0,t3418
rare_rewrite:bool-eq-true,891462,860525,30937,0,0,t3419
equiv1,247235,216017,31218,0,0,t3420
evaluate,2118805,1911044,207761,0,0,t3421
resolution,1117815,287833,829982,0,0,t3422
and_intro,246641,205480,41161,0,0,t3423
resolution,1037848,259182,778666,0,0,t3424
la_mult_neg,494746,437016,57730,0,0,t3425
implies,301604,251142,50462,0,0,t3426
rare_rewrite:bool-eq-true,806614,776062,30552,0,0,t3427
equiv1,259068,226636,32432,0,0,t3428
evaluate,2065935,1825615,240320,0,0,t3429
resolution,1157202,291130,866072,0,0,t3430
and_intro,249910,209745,40165,0,0,t3431
resolution,1080942,267025,813917,0,0,t3432
la_mult_neg,691332,514282,177050,0,0,t3433
implies,419419,287917,131502,0,0,t3434
rare_rewrite:bool-eq-true,843272,812539,30733,0,0,t3435
equiv1,262635,225133,37502,0,0,t3436
evaluate,1998529,1790946,207583,0,0,t3437
resolution,1146321,299808,846513,0,0,t3438
equiv_pos2,2203647,1910368,293279,0,0,t3439
poly_simp,26267111,18087675,8179436,0,0,t3440
poly_simp,3302348,2730122,572226,0,0,t3441
poly_simp,2594876,2078610,516266,0,0,t3442
refl,269902,235997,33905,0,0,t3443
refl,242879,211213,31666,0,0,t3444
refl,239549,205090,34459,0,0,t3445
refl,235131,199221,35910,0,0,t3446
refl,222360,191558,30802,0,0,t3447
refl,217054,187180,29874,0,0,t3448
refl,211842,182585,29257,0,0,t3449
refl,211710,181078,30632,0,0,t3450
refl,213824,181255,32569,0,0,t3451
refl,222908,186250,36658,0,0,t3452
refl,199365,175287,24078,0,0,t3453
refl,204033,175907,28126,0,0,t3454
refl,204060,175875,28185,0,0,t3455
refl,211212,182955,28257,0,0,t3456
refl,210290,181562,28728,0,0,t3457
refl,204399,176448,27951,0,0,t3458
refl,217135,185453,31682,0,0,t3459
refl,214365,181753,32612,0,0,t3460
refl,205472,178931,26541,0,0,t3461
refl,213284,188125,25159,0,0,t3462
refl,221667,194352,27315,0,0,t3463
refl,218050,186713,31337,0,0,t3464
refl,207167,178162,29005,0,0,t3465
refl,204521,177631,26890,0,0,t3466
refl,218079,186951,31128,0,0,t3467
refl,208488,176010,32478,0,0,t3468
refl,199124,172142,26982,0,0,t3469
refl,212416,183505,28911,0,0,t3470
refl,207462,176557,30905,0,0,t3471
refl,226162,195339,30823,0,0,t3472
cong,1386583,867987,518596,0,0,t3473
poly_simp,26225717,18403182,7822535,0,0,t3474
trans,591388,430407,160981,0,0,t3475
trans,446506,307424,139082,0,0,t3476
cong,623612,455039,168573,0,0,t3477
equiv_pos2,673643,604325,69318,0,0,t3478
poly_simp,4020427,2993459,1026968,0,0,t3479
poly_simp_rel,608425,347318,261107,0,0,t3480
equiv_pos2,416522,351824,64698,0,0,t3481
poly_simp,2702835,2042266,660569,0,0,t3482
poly_simp,2570854,2023018,547836,0,0,t3483
refl,271118,260241,10877,0,0,t3484
cong,523592,440954,82638,0,0,t3485
poly_simp,3638243,2522232,1116011,0,0,t3486
trans,362520,302191,60329,0,0,t3487
trans,287218,232445,54773,0,0,t3488
cong,366957,293700,73257,0,0,t3489
resolution,1659518,340366,1319152,0,0,t3490
resolution,1530576,293290,1237286,0,0,t3491
cong,483677,410045,73632,0,0,t3492
refl,243142,206303,36839,0,0,t3493
cong,1128483,715563,412920,0,0,t3494
cong,569230,409788,159442,0,0,t3495
poly_simp,3333958,2567280,766678,0,0,t3496
cong,1199544,779895,419649,0,0,t3497
poly_simp,23674358,17295295,6379063,0,0,t3498
trans,565634,423585,142049,0,0,t3499
cong,640427,480328,160099,0,0,t3500
trans,407301,277238,130063,0,0,t3501
rare_rewrite:arith-eq-elim-real,1196993,1062903,134090,0,0,t3502
semilattice_simp,5693466,5075585,617881,0,0,t3503
trans,493914,352394,141520,0,0,t3504
rare_rewrite:arith-elim-leq,1115232,976912,138320,0,0,t3505
poly_simp,37424528,26556240,10868288,0,0,t3506
poly_simp_rel,1654269,615516,1038753,0,0,t3507
trans,527084,313128,213956,0,0,t3508
poly_simp,36332074,25749440,10582634,0,0,t3509
poly_simp_rel,1481396,573115,908281,0,0,t3510
cong,684435,411167,273268,0,0,t3511
trans,556434,288772,267662,0,0,t3512
resolution,1812219,390797,1421422,0,0,t3513
and,1294982,689756,605226,0,0,t3514
and_intro,353024,222887,130137,0,0,t3515
resolution,1157238,296892,860346,0,0,t3516
la_mult_neg,501472,437409,64063,0,0,t3517
implies,295463,241573,53890,0,0,t3518
rare_rewrite:bool-eq-true,911748,879290,32458,0,0,t3519
equiv1,274687,238962,35725,0,0,t3520
evaluate,2209603,1915879,293724,0,0,t3521
resolution,1166140,306972,859168,0,0,t3522
and_intro,249461,205354,44107,0,0,t3523
resolution,1032572,267496,765076,0,0,t3524
la_mult_pos,531644,463599,68045,0,0,t3525
implies,292723,246140,46583,0,0,t3526
rare_rewrite:bool-eq-true,838009,808590,29419,0,0,t3527
equiv1,263381,231331,32050,0,0,t3528
evaluate,2190619,1943309,247310,0,0,t3529
resolution,1313195,371136,942059,0,0,t3530
and_intro,284177,246122,38055,0,0,t3531
resolution,1042939,248228,794711,0,0,t3532
la_mult_pos,771331,590010,181321,0,0,t3533
implies,399703,264625,135078,0,0,t3534
rare_rewrite:bool-eq-true,978333,948013,30320,0,0,t3535
equiv1,285267,253236,32031,0,0,t3536
evaluate,2324013,1862837,461176,0,0,t3537
resolution,1164535,313179,851356,0,0,t3538
equiv_pos2,2118731,1899225,219506,0,0,t3539
rare_rewrite:arith-elim-leq,1102652,944892,157760,0,0,t3540
poly_simp,34832236,23567375,11264861,0,0,t3541
poly_simp_rel,1454409,650518,803891,0,0,t3542
trans,514815,324830,189985,0,0,t3543
symm,402294,220068,182226,0,0,t3544
equiv_pos2,769256,514951,254305,0,0,t3545
poly_simp,25239763,17499700,7740063,0,0,t3546
poly_simp,3136514,2523473,613041,0,0,t3547
poly_simp,2580751,2057404,523347,0,0,t3548
refl,306595,269126,37469,0,0,t3549
refl,246510,213939,32571,0,0,t3550
refl,220004,189790,30214,0,0,t3551
refl,211809,184781,27028,0,0,t3552
refl,226653,197837,28816,0,0,t3553
refl,221109,194828,26281,0,0,t3554
refl,200942,173493,27449,0,0,t3555
refl,204618,178284,26334,0,0,t3556
refl,203542,175861,27681,0,0,t3557
refl,212924,186377,26547,0,0,t3558
refl,194925,170694,24231,0,0,t3559
refl,197625,172582,25043,0,0,t3560
refl,204209,178117,26092,0,0,t3561
refl,225730,191653,34077,0,0,t3562
refl,220083,193072,27011,0,0,t3563
refl,215616,188435,27181,0,0,t3564
refl,209242,179334,29908,0,0,t3565
refl,226123,197025,29098,0,0,t3566
refl,207935,180264,27671,0,0,t3567
refl,203848,178836,25012,0,0,t3568
refl,200944,174747,26197,0,0,t3569
refl,213063,183194,29869,0,0,t3570
refl,202842,175190,27652,0,0,t3571
refl,202210,171906,30304,0,0,t3572
refl,207621,177939,29682,0,0,t3573
refl,209047,180692,28355,0,0,t3574
refl,201437,175445,25992,0,0,t3575
refl,201044,173122,27922,0,0,t3576
refl,200006,173239,26767,0,0,t3577
refl,204762,175177,29585,0,0,t3578
cong,1340173,862936,477237,0,0,t3579
poly_simp,25957578,17884475,8073103,0,0,t3580
trans,664730,502499,162231,0,0,t3581
trans,423134,279089,144045,0,0,t3582
cong,683971,515176,168795,0,0,t3583
equiv_pos2,671521,608514,63007,0,0,t3584
poly_simp,4407411,3238550,1168861,0,0,t3585
poly_simp_rel,628375,372793,255582,0,0,t3586
equiv_pos2,422859,359962,62897,0,0,t3587
poly_simp,2702980,1989584,713396,0,0,t3588
poly_simp,2621281,2048155,573126,0,0,t3589
refl,259647,249196,10451,0,0,t3590
cong,529071,447308,81763,0,0,t3591
poly_simp,3366836,2411102,955734,0,0,t3592
trans,368760,293356,75404,0,0,t3593
trans,285657,234426,51231,0,0,t3594
cong,349006,274000,75006,0,0,t3595
resolution,1877031,356212,1520819,0,0,t3596
resolution,1526897,312086,1214811,0,0,t3597
cong,469531,396119,73412,0,0,t3598
refl,266728,228631,38097,0,0,t3599
cong,1186457,730919,455538,0,0,t3600
cong,540615,376716,163899,0,0,t3601
poly_simp,3280999,2527650,753349,0,0,t3602
cong,1168097,770138,397959,0,0,t3603
poly_simp,22795309,16666249,6129060,0,0,t3604
trans,568543,414714,153829,0,0,t3605
cong,631782,468176,163606,0,0,t3606
trans,425517,286353,139164,0,0,t3607
rare_rewrite:arith-eq-elim-real,1202693,1059766,142927,0,0,t3608
semilattice_simp,5424577,4850954,573623,0,0,t3609
trans,437615,294485,143130,0,0,t3610
rare_rewrite:arith-elim-leq,898869,770569,128300,0,0,t3611
poly_simp,33804682,23837412,9967270,0,0,t3612
poly_simp_rel,1865433,769172,1096261,0,0,t3613
trans,490504,298769,191735,0,0,t3614
poly_simp,35421499,25049480,10372019,0,0,t3615
poly_simp_rel,1547243,649778,897465,0,0,t3616
cong,679706,416661,263045,0,0,t3617
trans,541744,275185,266559,0,0,t3618
resolution,1792309,387983,1404326,0,0,t3619
and,1310926,698263,612663,0,0,t3620
resolution,1683197,362316,1320881,0,0,t3621
and_intro,368958,226794,142164,0,0,t3622
resolution,1189184,277917,911267,0,0,t3623
la_mult_neg,516316,450965,65351,0,0,t3624
implies,310760,253793,56967,0,0,t3625
rare_rewrite:bool-eq-true,926727,889495,37232,0,0,t3626
equiv1,264930,229144,35786,0,0,t3627
evaluate,2227094,1950857,276237,0,0,t3628
resolution,1068607,290857,777750,0,0,t3629
and_intro,249598,205511,44087,0,0,t3630
resolution,1077051,260651,816400,0,0,t3631
la_mult_pos,479938,428355,51583,0,0,t3632
implies,281314,234733,46581,0,0,t3633
rare_rewrite:bool-eq-true,857340,825547,31793,0,0,t3634
equiv1,276465,244273,32192,0,0,t3635
evaluate,2000282,1788797,211485,0,0,t3636
resolution,1146618,292354,854264,0,0,t3637
and_intro,234058,196526,37532,0,0,t3638
resolution,1044744,266108,778636,0,0,t3639
la_mult_pos,703194,520316,182878,0,0,t3640
implies,439981,294045,145936,0,0,t3641
rare_rewrite:bool-eq-true,912912,883443,29469,0,0,t3642
equiv1,251273,220001,31272,0,0,t3643
evaluate,1938971,1760907,178064,0,0,t3644
resolution,1067590,285693,781897,0,0,t3645
equiv_pos2,1966649,1750686,215963,0,0,t3646
rare_rewrite:arith-elim-leq,1030879,887435,143444,0,0,t3647
poly_simp,32889570,22684408,10205162,0,0,t3648
poly_simp_rel,1341866,587463,754403,0,0,t3649
trans,535112,324269,210843,0,0,t3650
symm,405232,222144,183088,0,0,t3651
equiv_pos2,789301,525147,264154,0,0,t3652
poly_simp,25107332,17654332,7453000,0,0,t3653
poly_simp,3441331,2817506,623825,0,0,t3654
poly_simp,2825354,2180859,644495,0,0,t3655
refl,315891,278366,37525,0,0,t3656
refl,240804,206313,34491,0,0,t3657
refl,239710,208397,31313,0,0,t3658
refl,215760,187631,28129,0,0,t3659
refl,211247,180936,30311,0,0,t3660
refl,215140,186728,28412,0,0,t3661
refl,211830,180829,31001,0,0,t3662
refl,219863,192207,27656,0,0,t3663
refl,209526,181098,28428,0,0,t3664
refl,201990,174498,27492,0,0,t3665
refl,230221,200560,29661,0,0,t3666
refl,200426,174367,26059,0,0,t3667
refl,217761,186887,30874,0,0,t3668
refl,211212,181507,29705,0,0,t3669
refl,210707,185359,25348,0,0,t3670
refl,211663,182502,29161,0,0,t3671
refl,216444,187585,28859,0,0,t3672
refl,200151,174133,26018,0,0,t3673
refl,209008,182314,26694,0,0,t3674
refl,215533,185367,30166,0,0,t3675
refl,206978,179325,27653,0,0,t3676
refl,209855,181777,28078,0,0,t3677
refl,217806,192435,25371,0,0,t3678
refl,199393,172633,26760,0,0,t3679
refl,210775,184590,26185,0,0,t3680
refl,210469,185295,25174,0,0,t3681
refl,232766,203083,29683,0,0,t3682
refl,212055,186297,25758,0,0,t3683
refl,199038,172181,26857,0,0,t3684
refl,219366,188978,30388,0,0,t3685
cong,1341481,860196,481285,0,0,t3686
poly_simp,25969530,18333745,7635785,0,0,t3687
trans,605028,442900,162128,0,0,t3688
trans,437931,296651,141280,0,0,t3689
cong,658273,489959,168314,0,0,t3690
equiv_pos2,678570,612926,65644,0,0,t3691
poly_simp,4374131,3272927,1101204,0,0,t3692
poly_simp_rel,656480,394631,261849,0,0,t3693
equiv_pos2,501314,431237,70077,0,0,t3694
poly_simp,2739896,2098217,641679,0,0,t3695
poly_simp,2522647,1959302,563345,0,0,t3696
refl,262733,252611,10122,0,0,t3697
cong,514874,434254,80620,0,0,t3698
poly_simp,3537314,2357946,1179368,0,0,t3699
trans,355396,292144,63252,0,0,t3700
trans,281761,227329,54432,0,0,t3701
cong,367531,285109,82422,0,0,t3702
resolution,1665879,361765,1304114,0,0,t3703
resolution,1585583,302593,1282990,0,0,t3704
cong,480457,406195,74262,0,0,t3705
refl,250005,212924,37081,0,0,t3706
cong,1205407,743068,462339,0,0,t3707
cong,557994,397719,160275,0,0,t3708
poly_simp,3453113,2601473,851640,0,0,t3709
cong,1269324,810683,458641,0,0,t3710
poly_simp,23507736,16938962,6568774,0,0,t3711
trans,674572,528036,146536,0,0,t3712
cong,665904,509180,156724,0,0,t3713
trans,401563,267897,133666,0,0,t3714
rare_rewrite:arith-eq-elim-real,1281456,1140921,140535,0,0,t3715
semilattice_simp,5580464,5013455,567009,0,0,t3716
trans,427376,280735,146641,0,0,t3717
rare_rewrite:arith-elim-leq,996443,837470,158973,0,0,t3718
poly_simp,34523665,24114406,10409259,0,0,t3719
poly_simp_rel,2201148,1071991,1129157,0,0,t3720
trans,532582,334835,197747,0,0,t3721
poly_simp,34915132,24214123,10701009,0,0,t3722
poly_simp_rel,1826185,878427,947758,0,0,t3723
cong,801293,541680,259613,0,0,t3724
trans,514878,271519,243359,0,0,t3725
resolution,1818655,400533,1418122,0,0,t3726
and,1259753,687197,572556,0,0,t3727
resolution,1649524,334260,1315264,0,0,t3728
and_intro,368226,232423,135803,0,0,t3729
resolution,1158378,307170,851208,0,0,t3730
la_mult_pos,512420,450262,62158,0,0,t3731
implies,294523,243404,51119,0,0,t3732
rare_rewrite:bool-eq-true,923706,894033,29673,0,0,t3733
equiv1,254428,224019,30409,0,0,t3734
evaluate,2179295,1871417,307878,0,0,t3735
resolution,1188834,316456,872378,0,0,t3736
and_intro,257591,212122,45469,0,0,t3737
resolution,1117001,261717,855284,0,0,t3738
la_mult_neg,523397,462797,60600,0,0,t3739
implies,305377,254459,50918,0,0,t3740
rare_rewrite:bool-eq-true,843676,811159,32517,0,0,t3741
equiv1,257744,221988,35756,0,0,t3742
evaluate,2118423,1838422,280001,0,0,t3743
resolution,1165224,316824,848400,0,0,t3744
and_intro,246008,206281,39727,0,0,t3745
resolution,1077437,268716,808721,0,0,t3746
la_mult_pos,692946,526064,166882,0,0,t3747
implies,391967,257936,134031,0,0,t3748
rare_rewrite:bool-eq-true,817555,790260,27295,0,0,t3749
equiv1,252210,223422,28788,0,0,t3750
evaluate,1980411,1714233,266178,0,0,t3751
resolution,1104282,285005,819277,0,0,t3752
equiv_pos2,2201794,1979782,222012,0,0,t3753
rare_rewrite:arith-elim-leq,1039810,880829,158981,0,0,t3754
poly_simp,34452997,23689758,10763239,0,0,t3755
poly_simp_rel,1480620,678660,801960,0,0,t3756
trans,540362,327000,213362,0,0,t3757
symm,423986,229775,194211,0,0,t3758
equiv_pos2,813837,534568,279269,0,0,t3759
poly_simp,25476787,17908052,7568735,0,0,t3760
poly_simp,3110077,2489982,620095,0,0,t3761
poly_simp,2614367,2063638,550729,0,0,t3762
refl,288657,252009,36648,0,0,t3763
refl,251951,215653,36298,0,0,t3764
refl,251349,220668,30681,0,0,t3765
refl,233979,202459,31520,0,0,t3766
refl,213716,184167,29549,0,0,t3767
refl,215444,186017,29427,0,0,t3768
refl,216627,188235,28392,0,0,t3769
refl,225981,197295,28686,0,0,t3770
refl,205511,178755,26756,0,0,t3771
refl,219935,193457,26478,0,0,t3772
refl,208906,180102,28804,0,0,t3773
refl,211906,185507,26399,0,0,t3774
refl,207831,182127,25704,0,0,t3775
refl,209950,180854,29096,0,0,t3776
refl,223139,193954,29185,0,0,t3777
refl,221582,190500,31082,0,0,t3778
refl,207582,178592,28990,0,0,t3779
refl,209937,181777,28160,0,0,t3780
refl,206382,177487,28895,0,0,t3781
refl,224083,190925,33158,0,0,t3782
refl,209558,182183,27375,0,0,t3783
refl,204920,178537,26383,0,0,t3784
refl,212832,186552,26280,0,0,t3785
refl,204816,175544,29272,0,0,t3786
refl,215627,188683,26944,0,0,t3787
refl,232847,204086,28761,0,0,t3788
refl,212002,183035,28967,0,0,t3789
refl,209369,179522,29847,0,0,t3790
refl,198165,172123,26042,0,0,t3791
refl,202963,177171,25792,0,0,t3792
cong,1337041,839089,497952,0,0,t3793
poly_simp,25805377,18255971,7549406,0,0,t3794
trans,543394,385105,158289,0,0,t3795
trans,426506,287172,139334,0,0,t3796
cong,635578,472304,163274,0,0,t3797
poly_simp,23275008,17111666,6163342,0,0,t3798
poly_simp_rel,1696963,838086,858877,0,0,t3799
trans,505518,351911,153607,0,0,t3800
equiv_pos2,697663,630316,67347,0,0,t3801
poly_simp,4694969,3314893,1380076,0,0,t3802
poly_simp_rel,688316,415605,272711,0,0,t3803
equiv_pos2,448401,382508,65893,0,0,t3804
poly_simp,2849259,2146116,703143,0,0,t3805
poly_simp,2647297,2018423,628874,0,0,t3806
refl,256115,245671,10444,0,0,t3807
cong,524177,443652,80525,0,0,t3808
poly_simp,3339280,2415181,924099,0,0,t3809
trans,338381,278465,59916,0,0,t3810
trans,320088,265339,54749,0,0,t3811
cong,367641,291570,76071,0,0,t3812
resolution,1662600,360973,1301627,0,0,t3813
resolution,1568523,295414,1273109,0,0,t3814
cong,479356,404971,74385,0,0,t3815
refl,256413,220221,36192,0,0,t3816
cong,1162202,741549,420653,0,0,t3817
cong,529315,381557,147758,0,0,t3818
poly_simp,3403289,2549270,854019,0,0,t3819
cong,1194613,789433,405180,0,0,t3820
poly_simp,23171908,16892306,6279602,0,0,t3821
trans,529231,379340,149891,0,0,t3822
cong,642159,483071,159088,0,0,t3823
trans,429649,296376,133273,0,0,t3824
rare_rewrite:arith-eq-elim-real,1198291,1067411,130880,0,0,t3825
semilattice_simp,5633852,5065276,568576,0,0,t3826
trans,429261,292551,136710,0,0,t3827
rare_rewrite:arith-elim-leq,925362,801644,123718,0,0,t3828
poly_simp,36385875,25337206,11048669,0,0,t3829
poly_simp_rel,1744962,662602,1082360,0,0,t3830
trans,498890,305674,193216,0,0,t3831
poly_simp,36925949,25185947,11740002,0,0,t3832
poly_simp_rel,1569669,669829,899840,0,0,t3833
cong,741747,464183,277564,0,0,t3834
trans,540251,285373,254878,0,0,t3835
resolution,1917852,400912,1516940,0,0,t3836
and,1584337,951580,632757,0,0,t3837
resolution,1866881,465458,1401423,0,0,t3838
and_intro,453342,305198,148144,0,0,t3839
resolution,1298730,337967,960763,0,0,t3840
la_mult_pos,659521,598281,61240,0,0,t3841
implies,307079,256152,50927,0,0,t3842
rare_rewrite:bool-eq-true,962520,932422,30098,0,0,t3843
equiv1,280179,239849,40330,0,0,t3844
evaluate,2486344,2048577,437767,0,0,t3845
resolution,1145222,308240,836982,0,0,t3846
and_intro,245275,204198,41077,0,0,t3847
resolution,1079961,261784,818177,0,0,t3848
la_mult_neg,526878,467841,59037,0,0,t3849
implies,284688,237798,46890,0,0,t3850
rare_rewrite:bool-eq-true,843390,814163,29227,0,0,t3851
equiv1,277810,243587,34223,0,0,t3852
evaluate,2163907,1930593,233314,0,0,t3853
resolution,1193095,311522,881573,0,0,t3854
and_intro,241959,203830,38129,0,0,t3855
resolution,1108956,258666,850290,0,0,t3856
la_mult_pos,730007,570818,159189,0,0,t3857
implies,398632,270656,127976,0,0,t3858
rare_rewrite:bool-eq-true,842768,814372,28396,0,0,t3859
equiv1,276760,241656,35104,0,0,t3860
evaluate,2014026,1829232,184794,0,0,t3861
resolution,1134485,294960,839525,0,0,t3862
equiv_pos2,2267133,2016320,250813,0,0,t3863
rare_rewrite:arith-elim-leq,1036636,891581,145055,0,0,t3864
poly_simp,32769034,22579155,10189879,0,0,t3865
poly_simp_rel,1311907,580671,731236,0,0,t3866
trans,481672,298885,182787,0,0,t3867
symm,394535,211124,183411,0,0,t3868
equiv_pos2,766619,516481,250138,0,0,t3869
poly_simp,25949513,18163301,7786212,0,0,t3870
poly_simp,3373929,2778729,595200,0,0,t3871
poly_simp,2507516,2003589,503927,0,0,t3872
refl,318556,278868,39688,0,0,t3873
refl,246087,212152,33935,0,0,t3874
refl,218036,190245,27791,0,0,t3875
refl,238240,203815,34425,0,0,t3876
refl,222143,195269,26874,0,0,t3877
refl,214324,185237,29087,0,0,t3878
refl,215416,188456,26960,0,0,t3879
refl,212383,185076,27307,0,0,t3880
refl,213195,185539,27656,0,0,t3881
refl,235883,205412,30471,0,0,t3882
refl,212117,186107,26010,0,0,t3883
refl,216306,186920,29386,0,0,t3884
refl,212936,184297,28639,0,0,t3885
refl,224711,194749,29962,0,0,t3886
refl,230273,203061,27212,0,0,t3887
refl,213787,184805,28982,0,0,t3888
refl,225398,194186,31212,0,0,t3889
refl,218484,189699,28785,0,0,t3890
refl,217663,187810,29853,0,0,t3891
refl,219263,188310,30953,0,0,t3892
refl,214360,183899,30461,0,0,t3893
refl,221634,195038,26596,0,0,t3894
refl,240893,212880,28013,0,0,t3895
refl,237494,206145,31349,0,0,t3896
refl,209204,182376,26828,0,0,t3897
refl,209022,179159,29863,0,0,t3898
refl,211690,185503,26187,0,0,t3899
refl,205766,179825,25941,0,0,t3900
